Transport,Vehicle Type,Vehicle Monthly Distance Km,Energy efficiency,Waste Bag Weekly Count,Recycling,Monthly Grocery Bill,Frequency of Traveling by Air,CarbonEmission
2,0,20,0,1,14,106,0,2191
1,0,242,1,3,12,140,3,2711
1,0,1554,2,6,5,135,3,3128
0,4,138,0,5,15,263,3,2871
2,0,65,2,3,2,138,3,2871
1,0,511,1,5,6,190,0,1834
2,0,26,2,2,8,292,2,1208
1,0,1040,0,7,3,145,1,1580
0,3,5624,2,6,15,60,1,2018
0,5,556,0,7,0,134,2,1813
1,0,656,0,2,5,164,2,1620
2,0,1,2,7,1,214,3,4071
0,4,4476,0,2,11,212,3,3901
1,0,1073,1,1,5,118,1,986
2,0,13,0,4,6,153,3,2495
1,0,784,1,2,15,290,3,2672
2,0,17,1,3,13,249,2,1273
1,0,7,0,4,0,94,2,969
2,0,67,1,1,11,79,1,1223
0,4,4406,0,5,13,137,0,2547
1,0,822,2,1,10,147,1,1646
1,0,1332,1,3,6,54,1,740
1,0,1996,1,2,13,194,3,2404
0,5,9883,0,5,14,138,3,7531
2,0,48,0,6,9,234,1,1591
1,0,658,1,4,5,64,1,1294
1,0,360,1,6,10,162,3,3717
0,4,8422,2,6,6,198,0,3636
2,0,44,1,5,10,289,2,2179
2,0,47,1,6,8,226,0,1979
0,1,9939,2,3,8,210,1,3549
0,3,8279,2,4,9,152,1,3117
1,0,1572,0,4,3,278,2,1232
2,0,68,2,5,11,192,1,1178
2,0,69,2,5,7,192,1,1309
0,5,9868,0,3,12,67,0,5634
2,0,88,0,6,9,258,2,1090
1,0,1923,0,3,8,89,0,1608
2,0,11,1,2,13,73,2,1319
2,0,11,0,3,9,79,3,2087
2,0,88,2,6,1,243,1,981
0,3,8554,2,3,8,127,1,3694
1,0,1961,2,3,10,171,2,1939
2,0,47,1,5,15,274,1,1735
2,0,84,2,4,6,70,3,2661
1,0,1852,1,5,6,233,0,2019
0,2,9500,0,5,11,156,0,2435
0,1,3542,1,6,5,285,3,4117
2,0,16,1,1,12,160,1,905
1,0,804,1,4,5,220,2,1622
0,1,1883,0,3,5,210,3,3088
2,0,65,0,5,4,103,0,2982
1,0,540,0,1,6,99,0,1259
1,0,851,1,3,0,215,2,1208
2,0,36,2,2,3,192,0,1756
1,0,568,0,3,13,130,1,1253
1,0,792,0,2,4,173,2,1793
0,4,8119,1,3,9,204,0,4570
0,2,6674,2,2,13,200,2,1180
1,0,689,0,6,4,63,3,3318
0,3,375,1,5,12,138,0,1885
1,0,1265,1,6,5,50,3,2414
1,0,359,1,7,5,114,1,2519
0,5,498,0,2,2,132,2,1570
2,0,8,1,3,11,189,0,1847
2,0,77,2,3,4,154,2,2210
2,0,10,1,1,2,217,0,2090
1,0,1868,1,3,6,105,1,1004
0,4,437,2,6,5,91,1,2005
2,0,67,0,7,15,144,3,2696
1,0,1584,2,7,10,237,0,1834
1,0,1423,1,6,3,291,3,2801
2,0,17,1,7,1,121,3,2849
1,0,1947,1,1,10,95,1,1079
1,0,193,1,6,9,195,3,3357
2,0,24,1,1,15,216,3,3111
2,0,76,1,6,3,161,0,902
2,0,39,2,5,4,299,2,1292
2,0,13,1,7,5,62,1,1729
1,0,615,1,5,5,63,0,1461
0,1,5189,1,4,11,251,1,2326
1,0,1863,1,3,5,285,1,2121
0,4,8536,1,6,6,126,0,4038
0,5,1270,2,3,2,178,2,1789
1,0,1267,2,4,14,286,1,1836
0,4,2081,1,3,3,115,2,1674
2,0,94,0,2,1,90,3,2217
0,1,9616,0,3,11,174,1,4327
2,0,29,2,1,2,160,2,1123
1,0,97,2,4,5,264,3,1900
1,0,1621,2,1,9,286,0,1881
0,1,2845,2,4,0,252,3,4522
2,0,40,1,4,10,66,0,2909
2,0,16,1,2,9,81,2,968
0,1,427,2,6,8,257,3,1769
0,3,9681,1,2,12,227,2,2834
0,1,8152,0,3,5,156,1,3687
1,0,604,1,2,12,165,3,3550
2,0,4,1,6,12,88,2,1473
0,5,933,1,5,9,177,1,2264
0,1,2593,2,2,0,128,3,3338
1,0,1032,0,4,14,150,2,1883
2,0,98,2,6,3,232,1,1308
2,0,53,2,2,5,73,1,619
2,0,70,2,6,12,299,2,2537
1,0,705,1,3,9,145,2,1541
1,0,614,0,5,8,68,1,1237
1,0,1530,0,6,5,50,0,1941
2,0,75,1,5,11,293,1,1563
2,0,14,0,6,1,211,0,2806
2,0,72,2,7,10,113,2,1713
2,0,4,0,5,13,215,2,2159
2,0,88,0,1,2,209,2,1352
2,0,63,2,2,7,157,2,1231
1,0,680,1,7,15,52,3,3327
1,0,1444,2,1,12,118,0,1998
1,0,1787,2,2,7,244,2,984
1,0,520,0,2,0,152,2,921
0,5,8611,2,2,10,237,0,4757
0,4,5207,0,1,11,63,0,2515
0,3,4080,1,7,5,95,0,2171
0,5,9566,1,2,14,175,1,5033
2,0,87,2,5,6,51,3,2170
0,3,6729,0,6,10,67,2,2966
1,0,798,2,6,4,142,3,3074
1,0,1475,1,2,0,220,3,2121
1,0,1159,0,4,2,208,0,1394
1,0,1212,1,6,7,222,1,1425
1,0,595,1,7,2,136,0,2391
0,2,4922,1,2,5,273,1,798
0,1,3075,1,6,3,239,0,3122
0,3,6692,2,5,15,154,2,2361
2,0,80,2,1,7,232,2,837
1,0,400,1,3,4,288,1,1428
0,5,1564,0,5,6,71,3,3847
0,2,1001,2,6,1,234,0,2132
0,3,6082,0,1,13,212,2,1716
1,0,259,0,6,5,220,3,2569
2,0,81,0,6,11,158,1,1184
2,0,29,2,1,13,195,0,1888
1,0,1661,0,5,11,214,3,2379
2,0,87,0,7,15,131,2,2240
1,0,388,2,7,15,192,3,3236
2,0,0,1,4,2,183,2,1801
1,0,1432,0,6,4,284,0,2819
2,0,61,1,5,0,142,0,2206
0,4,7849,2,4,1,146,2,3022
2,0,38,2,5,15,61,1,1383
1,0,756,0,6,11,108,0,2231
2,0,7,0,3,12,159,2,1783
0,3,2764,0,7,14,208,0,3139
0,2,5737,2,6,10,211,0,1779
1,0,1935,0,4,2,148,0,1678
0,5,3876,0,5,0,153,3,3984
2,0,86,2,3,10,79,3,1886
0,1,3307,0,2,12,217,3,4040
2,0,88,0,2,4,242,1,1643
2,0,28,2,3,9,241,3,3573
1,0,14,1,6,6,69,1,1401
1,0,121,0,6,5,136,1,1679
1,0,159,1,6,15,246,3,4128
1,0,1826,2,1,6,276,2,1242
0,1,8729,0,6,5,98,2,4138
2,0,2,0,4,0,221,1,1613
1,0,1309,2,6,9,284,3,3543
0,1,5204,2,1,13,191,0,2116
2,0,70,2,7,3,232,1,1964
1,0,857,1,2,2,151,3,2611
0,4,8097,0,7,14,72,2,3586
0,4,7185,0,2,14,244,0,3244
1,0,849,0,6,5,201,0,1792
0,5,7429,1,4,15,269,3,5521
0,1,9460,0,1,7,294,2,3575
2,0,68,0,2,11,60,2,967
2,0,21,0,4,10,201,2,2343
1,0,1696,2,6,8,267,3,2830
0,2,7954,1,3,14,115,1,1616
2,0,69,0,7,10,73,0,3326
2,0,43,0,3,7,189,1,1743
1,0,866,1,7,13,232,2,1503
0,3,5438,0,6,15,66,3,2881
0,3,4915,0,7,0,277,3,4601
2,0,81,2,3,2,72,3,2522
2,0,73,0,3,11,155,1,826
1,0,1412,2,4,15,236,3,2843
0,5,2910,1,5,12,193,0,2792
1,0,1707,2,2,7,281,2,1643
1,0,1239,2,1,7,55,1,1064
0,3,5413,2,1,3,73,2,1495
1,0,618,0,5,12,208,3,2597
1,0,1190,0,5,3,176,1,1472
0,4,226,1,3,6,93,2,824
1,0,1399,2,5,15,75,3,3630
1,0,1747,2,6,3,143,2,2249
1,0,1252,1,6,9,141,2,2052
0,2,1828,0,2,15,218,0,2264
2,0,13,0,4,3,265,3,2472
0,2,6124,0,1,0,159,0,2134
2,0,81,0,3,11,296,3,2320
0,3,2771,1,5,13,78,0,2581
1,0,1397,2,5,7,55,1,1244
2,0,14,2,4,6,98,0,1780
2,0,23,1,5,11,291,2,1230
2,0,37,1,2,12,116,2,1504
1,0,413,1,1,4,106,2,1614
0,5,3974,1,3,2,276,3,3516
0,5,2767,2,1,14,198,1,2453
2,0,52,0,5,13,65,3,2714
2,0,38,1,6,13,250,2,2559
2,0,32,1,6,0,283,1,2140
2,0,33,0,3,5,94,1,1344
0,1,5065,0,4,5,172,0,3681
2,0,75,2,7,1,291,3,2642
1,0,1208,0,1,15,199,2,1847
1,0,1718,0,2,4,85,3,2353
1,0,245,0,1,5,243,1,1115
0,2,2476,2,7,3,150,3,2742
0,3,5423,0,5,0,255,1,2630
1,0,991,0,1,9,129,3,1570
1,0,910,2,5,10,202,1,1751
0,5,1136,0,7,0,53,0,3421
0,4,2810,1,5,10,165,3,3601
0,3,7714,0,5,2,227,2,3855
2,0,88,2,2,12,103,1,870
0,4,6847,2,3,5,148,3,3522
1,0,1826,1,1,3,103,3,2541
2,0,28,0,1,11,75,0,1781
0,4,1830,1,6,12,180,1,2654
0,3,6269,2,5,8,118,0,3288
1,0,576,0,7,8,248,2,2330
2,0,35,1,1,12,101,2,1197
1,0,1771,0,6,2,261,1,1167
2,0,50,2,3,14,258,2,1617
0,4,5694,1,5,11,229,2,2845
2,0,5,2,5,7,99,1,1588
0,2,6474,0,5,10,161,0,2057
1,0,923,1,4,15,263,3,2788
1,0,426,0,3,7,242,0,3224
1,0,422,1,7,5,85,2,2097
1,0,1285,0,4,6,167,2,1366
1,0,1040,1,4,2,268,0,1737
1,0,918,2,5,14,186,0,3018
0,2,9814,0,2,11,234,2,1393
0,5,4570,1,1,4,173,3,3490
1,0,159,2,5,12,249,2,1598
0,3,7315,0,2,15,73,2,2518
1,0,1559,2,2,13,264,0,1951
2,0,87,0,5,5,265,3,2546
0,2,1958,0,3,7,59,2,998
2,0,12,2,2,12,109,1,764
1,0,1791,2,5,0,86,0,2266
2,0,72,0,1,9,69,2,1085
2,0,49,2,1,0,172,1,592
1,0,961,2,5,6,189,0,1267
1,0,147,2,5,12,285,2,1834
0,4,2626,1,6,9,87,1,1397
0,1,1233,1,6,14,283,2,1950
0,2,6597,1,5,6,283,0,2169
0,1,1469,0,4,2,76,1,1429
2,0,50,2,4,4,136,3,2329
0,1,4179,2,1,0,246,1,2449
0,4,2591,2,7,15,271,1,2798
0,4,8561,1,6,14,178,2,4359
1,0,585,2,5,8,260,1,931
2,0,1,2,6,12,52,0,2479
2,0,25,1,6,12,54,0,2116
0,5,7735,1,3,3,295,1,3882
2,0,25,1,1,9,154,0,1495
1,0,1621,2,1,9,247,1,1585
1,0,937,2,6,14,186,3,3088
2,0,33,1,6,13,136,1,1095
0,5,2885,1,2,4,161,2,2494
1,0,1770,2,6,13,262,3,3650
0,4,5011,2,1,6,181,2,2466
0,5,7532,2,5,13,72,2,5052
1,0,1533,2,7,2,196,2,2274
0,3,8539,1,6,15,270,3,4042
1,0,1891,0,6,8,230,3,2385
0,2,4896,0,3,13,78,1,1198
0,5,3471,0,6,15,223,3,4166
0,2,9120,1,6,15,162,3,2593
0,3,7649,1,4,11,239,2,2412
2,0,90,0,1,3,195,2,1234
0,1,8961,1,6,3,181,2,4130
2,0,28,0,3,2,222,2,1564
1,0,1160,2,6,13,74,1,1507
2,0,98,1,2,13,182,1,1469
2,0,12,0,1,14,94,1,835
0,2,8713,2,6,14,171,3,3336
2,0,26,1,6,6,213,2,1547
0,4,1417,2,5,1,101,0,2724
2,0,70,2,6,5,236,2,1695
2,0,86,2,2,2,273,1,1938
2,0,79,2,3,11,151,1,1226
2,0,73,1,6,7,249,0,1771
1,0,1508,0,2,4,189,0,2096
2,0,42,2,7,2,91,3,2963
0,4,7994,1,5,1,192,2,3538
1,0,1439,0,2,11,205,2,1144
0,3,133,2,7,12,277,1,689
2,0,80,0,1,13,239,1,1021
2,0,89,1,3,1,174,3,2308
0,3,800,2,1,10,70,3,2237
1,0,1582,0,2,0,294,1,1421
1,0,635,1,6,5,285,0,3031
2,0,36,1,4,14,138,2,2158
0,5,2225,1,7,11,106,2,2536
0,1,1642,1,1,9,61,1,1793
0,3,8345,1,2,15,94,0,3502
2,0,20,1,7,6,224,1,1868
1,0,365,1,5,11,216,2,1141
1,0,594,2,3,6,70,3,2024
1,0,477,1,6,1,222,1,1520
0,1,2541,0,3,0,226,3,2938
0,3,7440,1,5,12,209,0,3060
1,0,1948,0,5,3,276,1,1210
0,3,4355,1,6,15,264,3,3272
1,0,1586,0,3,14,53,0,2745
0,1,6129,1,6,12,235,2,4046
2,0,19,1,7,13,245,0,2670
2,0,31,1,5,2,66,2,1725
2,0,84,0,5,11,276,0,2548
0,3,3569,0,6,4,179,1,2119
0,1,5356,2,5,15,55,1,1940
1,0,155,1,4,1,78,1,1273
1,0,1885,1,4,11,59,1,1156
2,0,20,0,2,2,176,1,1734
1,0,957,0,7,8,252,0,2712
1,0,1046,2,2,0,284,1,1003
0,4,5569,1,6,4,97,3,4255
0,1,539,2,6,5,240,0,1193
1,0,672,2,6,10,162,3,3272
2,0,84,0,2,15,67,1,1335
0,1,5738,2,3,10,56,3,3164
2,0,5,0,4,9,151,0,2122
0,5,1019,2,7,12,225,1,2106
0,5,9117,2,7,3,52,2,5258
2,0,98,2,5,2,183,3,2263
0,3,5984,2,5,10,109,1,1965
0,4,8203,1,1,7,175,2,3317
2,0,43,1,4,5,52,3,2372
0,4,1375,0,3,7,208,3,3892
0,1,1632,2,7,0,124,1,1256
1,0,1509,1,2,11,192,3,2208
1,0,1718,0,5,11,221,2,2176
2,0,41,1,3,13,181,0,2390
0,2,2496,2,1,11,140,3,2773
0,5,846,2,6,14,299,2,2191
1,0,1151,2,2,12,62,0,1888
2,0,31,1,4,14,122,2,2338
0,1,1765,1,2,2,284,2,2688
1,0,911,0,7,1,51,3,4049
2,0,61,2,5,7,259,3,2742
0,2,4256,2,1,3,65,1,846
0,2,1382,1,3,8,144,1,735
1,0,1149,0,2,11,95,3,2756
1,0,137,1,5,5,280,2,1219
1,0,1830,2,1,11,53,0,2093
0,3,2810,1,6,6,188,1,1850
0,4,5162,1,1,12,240,0,3110
1,0,658,2,1,7,283,1,1197
1,0,1121,1,2,8,223,1,691
2,0,74,0,6,5,187,3,2308
0,1,1273,2,2,12,255,2,2191
0,4,7757,0,5,6,139,1,4186
0,3,9772,0,2,13,154,3,3649
0,2,8400,2,3,9,237,1,1467
1,0,652,2,1,14,135,3,2374
1,0,1430,1,4,2,94,2,1616
0,2,5955,2,1,14,225,1,1644
2,0,42,2,7,0,87,2,2636
1,0,1159,2,1,11,54,1,1127
0,1,944,2,3,8,216,3,2525
0,1,8932,0,7,5,93,2,4440
0,5,5507,1,7,14,290,2,3598
1,0,404,1,6,8,154,2,1141
1,0,165,1,7,1,258,0,2343
2,0,8,1,2,11,196,0,1279
2,0,89,1,2,14,87,2,1279
1,0,1891,0,2,10,207,0,2908
1,0,1281,0,7,3,178,1,1981
2,0,29,2,6,8,194,3,2242
1,0,1190,2,7,2,236,2,2434
2,0,0,0,6,0,269,3,3220
1,0,862,0,2,4,89,1,1160
0,5,2898,1,3,7,144,1,2432
1,0,7,2,2,12,233,3,2931
2,0,34,1,3,0,208,2,1588
1,0,568,0,4,11,90,3,2236
0,2,5480,2,1,5,99,1,1231
0,2,7408,0,1,5,246,3,1913
0,3,4980,2,3,15,158,2,2890
1,0,1342,2,3,8,190,1,1071
1,0,1133,0,6,11,133,1,1428
0,5,3946,1,6,13,222,2,2278
2,0,24,2,4,4,176,2,2610
0,1,4382,1,2,5,82,3,3292
0,1,6895,2,1,7,295,2,3566
2,0,42,2,4,14,101,2,1330
0,5,3711,1,2,14,166,3,2831
0,3,3538,2,3,9,193,1,1452
2,0,58,0,6,6,193,1,1843
0,4,7876,0,6,15,194,2,4707
1,0,326,2,5,0,253,3,2604
1,0,1706,1,2,13,128,3,3308
1,0,241,0,1,0,125,1,1103
2,0,94,1,2,5,68,3,2438
0,3,2380,2,3,12,57,0,1968
0,5,4095,1,2,6,147,3,3497
0,3,5981,2,7,15,295,3,4529
0,2,2130,2,3,10,122,1,993
2,0,92,1,4,2,251,2,1906
2,0,68,2,4,6,260,2,1295
0,4,6042,2,3,8,212,1,2604
0,2,3550,0,5,2,209,3,3389
2,0,76,1,3,2,84,2,1116
0,5,3631,1,4,1,96,2,2474
2,0,77,0,4,9,113,2,1586
1,0,1064,1,4,3,207,2,1954
0,1,4619,0,6,1,179,2,3509
0,1,3228,2,1,11,240,0,2343
1,0,1424,0,2,0,76,0,2389
1,0,630,2,2,14,268,2,1510
0,4,6547,2,4,10,144,0,5572
0,2,5334,1,2,14,149,0,2127
0,2,6917,0,7,0,85,0,2077
1,0,651,2,1,5,280,3,3170
2,0,20,0,4,4,147,1,1096
1,0,1393,0,3,5,202,0,1650
1,0,1062,1,1,7,223,3,2132
0,3,8370,2,5,13,70,0,3388
0,3,7898,1,6,4,201,2,2829
1,0,1010,0,3,4,292,1,1989
2,0,66,0,3,8,60,0,1617
2,0,65,1,2,2,74,3,2470
1,0,881,2,6,0,59,0,2225
0,5,6135,1,1,1,277,3,5370
1,0,1798,0,1,1,114,0,1871
2,0,13,0,6,6,185,3,2405
0,3,4296,1,7,12,196,3,4069
0,3,7436,1,6,12,207,3,3908
0,5,911,1,5,5,67,2,1470
0,5,4081,0,6,0,288,0,3231
2,0,15,0,1,15,110,1,1323
1,0,479,1,4,11,51,2,2321
0,1,8099,1,5,11,73,0,4112
1,0,1791,2,1,8,79,1,1058
1,0,1976,0,2,5,233,3,2585
2,0,34,1,6,15,291,2,1944
0,5,7047,1,5,13,269,1,4122
1,0,1717,2,6,11,110,3,3314
0,2,5776,1,2,6,255,1,967
0,3,7294,2,3,5,149,3,3164
2,0,27,0,6,0,293,1,1361
2,0,3,2,7,8,172,0,2241
0,5,6841,0,5,13,238,0,5371
2,0,8,1,7,10,120,3,2337
0,5,1033,0,2,1,173,0,2271
2,0,55,1,6,6,272,2,1436
2,0,45,2,6,5,99,0,2977
1,0,712,0,6,9,259,3,2977
0,2,6911,1,6,4,143,1,1502
1,0,328,2,3,11,277,1,1843
2,0,43,2,1,2,214,2,1114
1,0,1437,2,4,13,233,1,1989
2,0,36,1,4,13,214,1,1640
1,0,988,2,1,13,119,3,2874
2,0,90,2,3,2,128,1,615
0,2,9421,2,6,14,253,2,1492
1,0,225,2,3,6,284,0,1246
0,2,1342,2,5,11,55,0,1442
1,0,1310,0,4,13,108,3,3590
1,0,1852,0,5,9,64,1,1369
0,5,2264,0,6,15,187,0,3494
1,0,1616,2,6,0,120,1,2030
1,0,949,1,1,6,122,0,1452
0,5,4098,2,4,3,173,2,3075
0,2,6476,2,7,0,93,1,1576
1,0,24,2,7,9,202,0,1774
2,0,26,1,2,0,202,1,489
0,1,6698,2,3,12,76,3,4543
2,0,98,0,5,5,54,0,2636
2,0,76,0,3,0,155,2,1433
2,0,69,1,1,0,249,2,864
2,0,90,2,6,5,111,1,1029
2,0,31,1,3,4,144,1,608
2,0,13,1,4,5,209,0,2016
1,0,325,2,2,15,220,1,1421
0,2,5831,2,4,7,191,0,2364
2,0,95,0,6,10,266,2,2259
2,0,85,0,5,4,273,3,2794
2,0,30,1,6,2,162,1,1570
2,0,5,0,5,13,166,1,1236
0,2,5177,0,6,11,173,3,2404
0,1,1625,0,6,6,86,1,1130
2,0,24,0,6,13,163,1,1310
0,4,899,2,1,12,132,2,1025
2,0,57,0,2,15,214,0,2910
1,0,809,0,4,15,133,0,2315
1,0,1927,1,3,8,270,1,1672
0,1,4601,0,2,4,134,2,1908
2,0,96,2,7,12,130,0,1767
0,3,9467,1,5,2,146,3,3519
1,0,41,0,5,0,202,0,2276
1,0,111,0,6,10,254,3,2273
1,0,1974,2,1,2,245,0,1685
2,0,53,0,1,14,250,3,2647
1,0,100,1,4,6,52,3,2232
0,5,8441,1,4,7,262,2,4334
0,4,2425,0,5,6,128,3,2540
0,4,5755,0,4,1,176,2,3934
1,0,691,1,4,9,279,0,1976
1,0,1019,2,4,6,178,3,2853
2,0,65,1,2,0,115,0,1819
2,0,81,0,3,6,249,2,1009
1,0,1821,2,3,11,237,2,1690
0,3,7530,2,4,12,263,0,2867
0,1,8594,0,1,0,188,3,4502
1,0,727,1,4,12,139,2,1791
0,2,3,2,2,11,159,0,1456
0,5,5550,0,3,4,128,3,4178
0,4,7564,0,3,4,290,2,4163
2,0,9,2,4,1,161,2,1917
0,4,7812,1,7,10,108,2,3077
2,0,65,2,1,10,199,0,1514
2,0,91,2,7,11,260,2,2420
1,0,1051,1,6,9,244,1,1263
0,3,8445,1,5,6,154,3,4542
2,0,62,0,6,0,106,1,1826
2,0,98,0,6,14,225,2,2699
1,0,1431,0,2,7,254,1,1169
1,0,495,0,1,11,107,1,1056
1,0,1555,1,5,0,290,0,1954
2,0,35,0,4,6,193,0,2558
0,2,4581,1,1,10,164,2,1085
0,5,4910,0,4,2,274,1,3732
0,4,5439,1,7,14,123,3,4386
1,0,1212,0,4,6,62,0,2006
0,2,3136,0,1,13,210,1,1454
2,0,25,0,6,2,213,1,2098
0,1,1763,0,2,5,263,1,2359
0,2,2883,1,7,3,142,3,2629
1,0,1659,1,5,10,167,0,1670
0,2,1051,1,3,6,192,3,2069
1,0,1861,1,2,9,151,2,1308
2,0,6,1,6,9,96,3,2225
2,0,32,2,2,1,89,0,1540
0,2,4281,1,1,14,77,3,2625
2,0,72,2,4,8,94,3,2313
1,0,1377,0,1,12,236,1,1552
1,0,1930,1,6,8,112,0,2323
0,1,7701,0,7,6,295,3,5250
1,0,1103,1,7,13,64,0,2138
1,0,1856,1,5,8,89,0,2534
1,0,1544,1,3,4,209,3,2502
1,0,1470,0,4,7,84,0,2143
1,0,242,1,1,6,56,0,1880
0,2,7905,0,4,12,209,3,3058
2,0,75,2,4,9,176,0,1536
0,3,4313,0,6,0,285,0,2716
0,1,7992,0,7,0,94,3,5662
2,0,31,2,1,2,84,0,2176
0,1,189,2,3,9,248,1,1890
0,3,4070,0,4,0,156,0,2475
2,0,67,1,5,6,162,0,1646
0,2,7322,2,1,15,190,3,2551
1,0,1595,1,1,10,242,3,3344
1,0,1597,0,5,5,272,3,3037
2,0,24,2,4,15,116,2,1331
1,0,1875,0,7,11,74,2,1173
2,0,74,2,7,14,258,0,2395
1,0,1462,2,1,4,218,2,1457
2,0,22,0,4,11,229,0,2383
0,1,6384,0,5,2,67,3,3990
0,5,5479,1,1,15,247,2,3463
1,0,458,0,5,12,289,3,2517
2,0,56,1,6,6,216,0,2516
2,0,45,2,4,15,278,0,1753
1,0,1990,0,3,10,128,2,1275
0,3,2584,2,6,2,169,0,2743
0,3,6667,2,1,13,71,0,2905
0,4,976,0,3,12,51,1,1639
2,0,49,2,1,6,262,0,1385
1,0,664,2,2,13,64,3,1985
2,0,15,0,5,8,286,1,1250
0,3,2254,1,2,0,187,0,2393
0,5,957,1,1,6,152,1,974
1,0,1894,2,6,9,128,1,1330
1,0,370,0,1,13,114,3,3106
2,0,12,1,4,4,162,0,2020
0,3,4157,1,3,7,178,1,1915
2,0,96,2,2,1,277,3,2336
1,0,1221,1,6,13,146,0,1800
0,4,5716,1,6,6,128,2,2767
2,0,13,0,7,8,213,0,2336
0,5,3263,2,6,14,273,2,4087
1,0,658,1,5,11,143,2,1117
0,1,8046,0,6,0,259,3,5583
0,4,2733,0,1,4,50,1,1266
0,4,6767,2,2,3,222,0,3529
0,3,2727,1,2,13,292,3,4340
0,2,9805,2,2,12,199,1,725
1,0,304,2,3,7,254,0,2499
0,5,3150,2,2,1,194,3,3730
1,0,902,1,3,15,109,0,1896
0,3,1546,2,3,13,225,3,2941
0,1,1996,1,6,4,121,3,3128
1,0,1541,1,7,0,67,0,2439
0,5,8291,1,5,4,186,3,6037
0,2,5932,1,7,7,145,1,1309
1,0,1015,2,1,15,132,2,933
1,0,1713,2,3,0,236,2,1489
2,0,64,2,5,3,197,0,2023
1,0,1893,2,4,7,292,0,1485
2,0,16,0,7,6,292,0,1451
1,0,1727,2,6,5,86,2,1896
0,4,5606,1,3,5,230,2,2353
2,0,71,0,5,11,56,1,1349
2,0,33,1,6,0,229,1,1576
0,1,3000,1,7,4,80,1,2252
1,0,698,1,2,14,148,1,1009
2,0,82,1,4,6,236,2,971
2,0,37,1,5,2,216,3,2141
0,3,680,0,7,7,296,1,2146
1,0,1380,2,5,11,288,3,3878
2,0,36,2,4,14,252,0,2463
0,1,3996,0,3,2,188,3,3022
0,4,3604,1,1,7,274,2,2825
1,0,774,0,4,6,272,0,2341
1,0,1591,1,6,3,70,3,2545
0,3,2525,2,5,11,180,3,2883
0,3,5887,1,4,8,82,0,2282
2,0,58,1,6,5,240,1,1411
0,2,3586,0,5,15,236,2,1279
2,0,47,1,2,0,190,0,1803
1,0,1708,2,6,6,142,3,3173
1,0,838,2,5,4,179,0,1864
1,0,1045,1,1,0,132,0,1310
2,0,67,2,7,1,113,0,2211
2,0,1,0,2,9,296,0,1863
1,0,403,0,6,2,219,2,1703
1,0,1888,1,4,7,98,1,1714
1,0,1920,0,6,2,235,2,1817
1,0,661,2,5,8,146,1,1057
1,0,1856,2,6,8,102,0,1757
1,0,875,0,7,1,125,3,2192
2,0,63,2,5,8,82,0,2148
0,3,7092,2,4,11,132,1,2319
1,0,579,2,3,15,142,2,1231
1,0,1886,2,1,4,50,0,1962
1,0,248,1,1,2,85,0,1478
1,0,1946,1,1,10,222,3,2542
1,0,1024,0,2,11,191,1,1059
1,0,1590,2,2,1,247,2,1216
1,0,870,1,3,7,111,1,1314
1,0,1118,1,5,10,225,2,2028
1,0,60,1,5,12,161,3,2462
0,1,2956,1,2,6,115,3,3446
2,0,79,1,7,12,75,1,1385
1,0,1082,0,5,7,212,0,1654
1,0,1602,2,4,7,81,2,1184
0,3,7567,2,6,4,105,3,4377
2,0,78,0,5,0,173,2,1494
0,1,3589,1,5,6,126,0,2422
2,0,80,1,1,15,124,1,1187
2,0,2,0,5,1,58,3,2673
2,0,56,1,7,11,91,1,1095
0,2,8180,1,3,14,254,0,1948
1,0,25,0,6,4,119,3,2427
2,0,99,2,7,3,265,1,1486
0,3,2024,1,5,2,243,1,2417
0,3,5583,2,2,6,209,3,2982
2,0,1,1,4,3,272,0,1687
2,0,54,2,4,11,128,3,2370
1,0,1592,0,6,5,215,0,2227
1,0,1379,2,2,6,198,0,1194
2,0,77,0,2,10,85,1,925
0,1,8109,0,4,14,111,2,3552
2,0,18,1,5,4,162,1,1530
1,0,1977,1,4,15,288,3,3068
2,0,5,0,3,2,231,3,3082
2,0,42,2,2,12,79,0,1405
0,2,5743,2,4,14,202,2,1557
0,5,4994,1,1,13,284,2,3534
1,0,1238,0,7,11,190,0,1803
0,4,4127,1,3,11,291,0,3717
0,5,8264,1,2,10,250,2,4952
1,0,1564,2,1,7,77,1,1223
0,2,6484,1,7,5,281,0,2842
2,0,46,2,1,5,130,2,1184
1,0,919,1,1,13,120,0,1729
0,5,7762,2,6,11,113,2,4180
1,0,1140,1,7,2,234,2,2444
2,0,21,2,2,8,101,1,1150
0,5,4302,1,6,0,230,3,4513
2,0,96,2,2,6,223,1,615
0,1,7397,1,7,0,192,0,4426
1,0,1236,0,7,12,111,2,1365
2,0,6,1,1,4,144,2,1563
0,3,3635,2,2,9,80,1,1265
2,0,21,1,7,14,123,3,3813
2,0,89,1,4,14,164,3,2689
2,0,67,0,1,0,85,3,1975
2,0,38,2,4,1,64,1,1425
2,0,80,1,6,0,54,2,1950
1,0,934,1,4,0,122,3,2853
1,0,1964,1,2,14,282,2,1465
1,0,171,0,3,7,292,0,1935
0,3,6299,0,5,14,157,3,3716
2,0,57,1,1,6,232,3,2613
0,3,6069,0,3,15,91,2,2330
0,3,2072,0,6,0,141,0,2138
2,0,48,1,4,11,125,0,2088
2,0,35,1,5,14,220,3,3764
